text,sentiment
"@straylightrun oh man, thanks so much for that. I'll see you guys there on tuesday then. ",Positive
@rehna_tu  write away to glory,Positive
@TeeRibbzz aww thats not fair. i didn't know ,Negative
well there's a thrid of a page...break time!  hahaa,Positive
@KimOEsq i dont even know. There are rainbows and stars obviously and a fairy and some mushrooms and a tree and flowers  i was mainly  ...,Positive
"@_Trystianity_ T-shirt? Do you want me to return that Elvis, cuz he's already on a flight to see you as we speak ",Positive
Catching up on my emails and blogging. I'm so sorry to all my readers and followers.  You'll have new goodies to make up for my absence.,Negative
My twitter isn't updating.  How am I to know what everyone famous is doing!?!?!?,Negative
"still hasn't blogged about Sagada, Davao, Talipanan, Bohol, Camiguin and Cagayan de Oro. Tsk tsk tsk.  http://plurk.com/p/xac6n",Negative
@Troylynn been too long. miss you guys ,Negative
@abbylatif just enjoy looking at tweety bird and not to twitt...hehehehe  ,Positive
@theisjaime ,Negative
i was watching speak and it fuking made me cry.. fuckes me up that some one would fuck some ones life and that it happends so oftem ,Negative
Met a girl from NJ last night who ran out onto the club terrace announcing she had peed in a urinal. 3 cheers for cross border drinking ,Positive
I was sunbathing for 30 mins and i got a slight tan  ,Positive
@warrenwucinich not as fun as you'd think. ,Negative
@JayMcGraw sounds like a good relaxing evening!! ,Positive
@dreimer1217 what makes it worse is that cops do not enforce the law w/ these morons. At least they don't here. Don't even show up ,Negative
@piccic they never have chicken feet at Ming Court! Got my shiu mai tho ,Positive
Good news: not as sore as expected from yoga class. Bad news: have started chewing on tongue again in my sleep ,Negative
"wants something sweet... well, anyways. ",Positive
@heninger  ;) Did some shots in Candlelight last week: amazing!!,Positive
Just got back from the city. Had a goodtime with the cuzzos and Jeff! ,Positive
@Pogue big beautiful whale. . . maybe he should contact witter ,Positive
one last stop in Chicago before going back to Miami ,Negative
Surprise!!  Provincial office doors locked at 4:28 PM on Friday. ,Negative
@chukaman so you can fix it then  yay!,Positive
@Zulfiqar_RGH indeed! though i got some cool shots of some of their sharks and things. ,Positive
(Hopefully) Going to the movies today!! ,Positive
@unseenenergy thank you.  that was perfect.. loved dances with wolves ,Positive
"@Wossy !!!! yay! is it good? is it fun? it comes out my birthday, and i've already got birthday money that i will use to buy it ",Positive
parents are over for the night and i ran out of booze (for myself) ,Negative
"@rem28 @reginagrace18 @sibyl714 i have no idea. whoever gets married first tho, must have that picture in their slideshow ",Positive
We just got our key made!! Over a hundred dollars later!!! ,Negative
@Isfet Yeah I'm kind of hoping enough people get the PS3 one for there to be people to play against ,Negative
"@twilightfairy yeah, I saw sun less sky and went outside to feel rain and all I get bird shit type drizzle.Saw here &amp; there and came back ",Positive
Crumbs! So sorry to see Rafael Nadal withdrawing from Wimbledon ,Negative
Aha! Yes! I found some 3 ply kleenexes. ,Positive
Planning on renting my first movie on Apple TV tonight too ,Positive
Back from church... back to bills ,Negative
"@revbartels and bartels, i'm sorry, i cut you out of my display pic ",Negative
Halfway through  roast chicken and chips MmMm now we're talking any takers?   http://twitpic.com/4ecnm,Positive
just gave a twitorial... ,Positive
Last exam went horribly. Almost certainly a fail. Damn. ,Negative
@TheRealJordin aw that's so sweet! I'm disabled and i have lots of friends who didn't get to go to go to prom.  you made my favorite list,Positive
"Ooo, unexpected fruit punch fine   Awesome  http://tinyurl.com/d7a46l",Positive
@tgrburningbrite I've been seeing that tool ,Negative
enjoyed the crazy magic that was bay to breakers but is hating the pain in her feet/legs ,Negative
@screamaimdance haha yeah that's the one :] and I tried with my Flickr but I can't even remember my Yahoo ID :S  Added you on my one,Negative
Yaaay - getting ready to go to the park with my sweet cheeks!  ,Positive
@TheEllenShow ick.... ,Negative
I wasn't even in WeHo for 5 min and some guy smacked me in the face...I was on my cell and it few out of my hand and split. My poor nose. ,Negative
@laurenkel pancakes!! with lemon and sugar thanks! ,Positive
I'm enjoying a mini-vacation with my husband in La Jolla.  ,Positive
"@vitaminjeff hey man, just sayin hi, hope ya day is cool, just updated, like proper, my twitter, review, see if im cool man,... lol ",Positive
Four Year Strong are rocking my world on this sunny day when i am stuck inside with nothing to do ,Negative
@FitnessforGolf I understand now ,Positive
Not feeling it tonight. ,Negative
"@longzheng Damn, I was hoping you were going to say it was a typo and that they're giving them away daily. ",Negative
Looks like this will be my last #squarespace ,Negative
"@KatyinIndy  recovery, was very slow, process. Years. Now, able to get around, normally, and have had good health, 4 several years. ",Positive
Ugghh. Don't feel so good right now. =\ Probably sickk. OH Well. Hey Muthafuckersz&lt;3 ,Positive
Game was awsome! We won 3-0 lol go Dynamo  out to eat with the Dynamo Girls! @mr_inkredible u missin out nigga! Fam first I feel ya bro...,Positive
@annakayh your not in school ,Negative
"The shrubbery and trees situation on the west end of our property is a freakin' disaster. Lot of deadwood, scrap, trash. ",Negative
@sarei I hope I wake up early for that! I've missed the last 2 weeks ,Negative
"@anniething1 No, no it isn't! LOL  Although I'm sure my dog Fred would enjoy that. ",Positive
@aaaashleyyyy  thanks ashley&lt;3,Positive
@gorphax84 At least I know who one of those people are ,Positive
@kekeinaction oh ok thanx for replying girl ,Positive
@mileycyrus why don't your tweets show up for me anymore  it makes me so sadddddd,Negative
I'm getting mad as rabbits.  Anyway we must &quot;REINVENT LOVE.&quot;,Positive
@sereneisflash HUH SERENE?! YOU WATCH HANNAH MONTANA ALREADY?!?!?!!?! FUCK YOU ,Negative
@visuophile I sent you a request ,Positive
Mr.Shawn Carter is back D.O.A is  that shit ,Positive
"Yay! I've done my art exam... wow 10 full pages of writing... ow my hand hurts!! lol anyways 8 down, 4 to go!!!!!! ",Positive
home for the night ,Positive
@DivineStorm waheyy good morning! ,Positive
Ramen Noodle is the bees knees! ,Positive
studyingggg ;; taking exam ;; foooooooood ;; class ;; studyingggg again. o joy ,Negative
@MonicaMadeja well if u need help im here fosho ,Positive
@Koori_ #eveonline obviously! ,Positive
@PaigeTJohnson I hate my biological father too ,Negative
OAR Wednesday at 7!!! cant wait ,Positive
"@voluptuouspanic and re: Journey, I KNOW!!! Love the song, love the recognition for a fun song but it's starting to get old... ",Negative
"@jordanbartowski LOL! I wish you success , my friend ",Positive
@salisburydowns Thanks for the #FollowFriday - I hope your weekend is wonderful ,Positive
@adecembertruth awww id love to go... but i cant. ,Negative
Us ready to relax tomorrow xoxo ,Positive
NKOTB peeps please watch and explain to me what DDUB means by final Chapter  Cuz I think I'm gonna cry.  http://tinyurl.com/mtoclu,Negative
"obama, why are images of rape at abu ghraib &quot;not particularly sensational&quot;?! just cuz it's no surprise that the military is cool w/ rape? ",Negative
Good morning all you stateside folks who are just waking up! ,Positive
@tallivansunder sounds great and healthy  good luck with your show!!!,Positive
Everyone seems to be going on holiday  at the moment. I feel so left out ,Negative
soooooo bored! i badly need a job!  fed up not working!  HELP!!!!!!!!!!!!!!!!!!  XXXXXX,Negative
watchin 10 things i hate about you ,Positive
The tile is done and it turned out great! Mom and Dad leave tomorrow morning back to Springfield. ,Negative
@huggybabe you should probably check yourself in the mirror &amp; photo again ,Positive
hi been away for awhile but back now - in work at the mo so will catch up with you all laters ,Positive
"Sooo, my plane for Chicago leaves at the exact time that I had reservations for Club 33... I am going to be eaten alive ",Negative
So no tattoo today. We got the dates mixed up ,Negative
It's annoying when people show off their fame 'n fortune to the world. WHATEVERS! I'm 'bout to relax the night away w/ my peoples ,Positive
"@samuhh IKAW KASI, E.  :| I slept.  OH WELLL, I'LL SEE YOU ON SATT.",Positive
"Heey my names Becca im new on twitter, im in pitlochry high school teaching myself Re and im stuck  any help offers ? xxxxxxxxxxxxxxx",Negative
lost hockey 1-0  and ended up sleeping in the sickbay.  and came home and slept again. and almost missed dinner. but didn't miss Rove!,Negative
http://bit.ly/IULNA  -- Apple Macbook Pro 17\&quot; 2009 - Screen capture failure   Any ideas why it does this from time to time??,Negative
"I looovee the sun, hello UV 1000000 ",Positive
Good morning!..getting ready to run some errands...but before I go I have to make sure my niece is comfortable...she's not feeling well ,Negative
@blackenedsky omg ur into sims I can't stand those games ,Negative
"@gooberbaby13 aww, it's great!  we all should hang out soon.  [;  @bwanalilolath @acely @allisonjones49 thank you!  ",Positive
@markhoppus Did you die? I miss you bb ,Negative
"@paigeholliday lawl, its fun xD. its just basically the status part of myspace and facebook ahaha. ",Positive
@Jackie1981 No the music's gone again ,Negative
wants it to be Tuesady now ,Negative
"I'm in Richmond, VA, apparently... Let's hope I get home tonight. ",Negative
@ronikayy plenty of things ,Negative
One is not supposed to have a headache on a Friday. That's just not right. ,Negative
a female robin just flew into my window and I watched her die in my bushes...  i think i am going to cry now...  ,Negative
Very sad day. ,Negative
@r0ckcandy ooo dickie pics...dont mind how bad they are really ,Positive
"Morning #spotify session. Looking forward to the prom tonight, wondering if the food will be good ",Positive
@katielive105 It's sunny and warm out here. I'm pissed I gotta work  Get out of da hood (CV) and come kick it in Snobbyville (WC) LOL,Negative
remember my parents ,Negative
mmkayy TOTALLY going to bedd now. i mean it!! im only gonna get 3 hours of sleep tonight ,Negative
man. me n the girls shulda went out. we anit even go bowling.  instead im hme. gettin lazy lol,Negative
@awenya Hahaha yeah!! T__T I'll try to squeeze out some time in the weekend to do it. ,Positive
"Watching Gilmore Girls, still in Pjs=D Suppose I should start doing Biology revision soon.... ",Negative
Walter Cronkite is probably going to die soon. He'll take respectable journalism with him  And that's the way it is.,Negative
daaaaaa! why is it monday  officially starting to load up on energy drinks!,Negative
@EETWiz i cannot sleep...combination of travelling and coming home to an empty house ,Negative
@markmcwilliams Majorca mate. Nice and hot ,Positive
@Jughead_Jones I don't know what's wrong but I hope everything turns out to be ok. ,Negative
@belleann someone took or stole my silver camera you used cuz its not in my bag anymore  im' so friggin PISSED!,Negative
Just got my laptop!  But I have to re-install EVERYTHING back  Gonna take a while.,Positive
taking pepto... like the boss. ,Negative
Going to bed. Early Morning. My bf Goes out to eat and meets my family for the 1st time...SCARY!!!! ,Positive
@KristenCampisi hi love...Twitter is being wierd with my pic right now too! ,Negative
@machoo92 YAY okay  are you actually going to revise ? i need to cover two topics tommorow !,Positive
really does miss her man. ,Negative
just doesn't Feel Like Smiling Today ,Negative
I AM THE ONE AND ONLY... NOBODY ID RATHER BE ,Positive
is rove on tonight? i dont think it is ,Negative
Just got back from church. The sermon was about being grateful with what you have  and don't compare yourself to other people.,Positive
My tummy feels icky and I didn't even drink tonight ,Negative
back to my room &quot; home sweet home &quot; ,Positive
@jasongaunt http://twitpic.com/7gg7z - How rude ,Positive
@tararenee7 weird that's one of mine too cuz Im kinda fluffy ,Negative
i'm studying maths   It sucks big time,Negative
If Rajan Rondo and Ray Allen go to Detroit Pistons..I will be really pissed!!!! ,Negative
crayons can melt on us for all i care. &quot;i just wasted ten seconds of your life&quot;. gotta love relient k ,Positive
O-K  now im going 2 go on youtube. cuz im bored -_- haha laterzzz ,Positive
@angelneptustar I'm quite sure he twittered it *lol* ,Positive
"@TraceCyrus pfft, I was gonna ask which one hurt the most, so I can avoid that area. ",Positive
@coollike http://twitpic.com/7j985 - my sister has that clock ,Positive
@monikaaabitch LOL...are you sure your over him? jksjks i know you are. and i really dont think it's cute...but i cant help it ,Positive
Today is a good day. ,Positive
the countdown has started  ,Positive
@davestagner how many debs at your company? We are 3+4 on two different techs ,Positive
@JacobLovie Yeah! Its nice that @Schofe replies to people voluntarily. And your lucky to have the big man following you ,Positive
Just finished hamlet from the hood with @chellez12â¦21 takes my dear but we got it ,Positive
just watched &quot;Wanted&quot;. one crazy movie... really good! ,Positive
Writing design feedback  and listening to Sade on a rainy morning.,Negative
"@brampitoyo Yes, indeed it does set Gravity's Rainbow to music- nationwide collaborative effort. Site up soon with streaming. ",Positive
I am out of green leaf lettuce. No iceberg is not a good substitute. I am not even sure why it is in my house. ,Negative
@Desir80s we didn't find anyone. Just missed @crunchyk. No one showed up at WH. They may have went to another 1 or came later. ,Negative
@SANDYRAHRAH i'm so sorry for your loss sandra ,Negative
.@PreppyDude Happy National Cancer Survivors Day to you too Duane! As well to all our fellow survivors on twitter! ,Positive
"@XChadballX i tryed to get up erlie to get a london ticket, seems they solded out now tho  haha im relly angery XD",Negative
"ah -- that's an old idea and  already sounds top-down, centralized, academic in it's obviousness  Google sleep tight ",Positive
good day &lt;3. lol running through the fountains  love you all (:,Positive
there's nothing wrong with alone time.. it's actually one of the best times in the world sometimes ,Positive
@Sixverstein I know you don't mean it that way but it always feels little like you're having dig at me about the eucl when you say that ,Negative
Still can't believe that a plane has just vanished whilst flying over the Atlantic. Feel so sorry for the relatives waiting for news. ,Negative
"hold up, wait a minute, put a little love in it! ",Positive
Haha... that message was from @lukeybear08.  Apparently he wanted to tweet on daddys account today ,Positive
"V tired and am missing @timdeville , lion-o and betty  when did I turn into such a homebody?!",Negative
@JazzyTeeSings Ahahaha I look forward to it!!! ,Positive
"#smbmsp Hey Folks - it's Concordia UNIVERSITY (not College), University  @concordiastpaul",Positive
is pissed and pissed off cos Ponderland isn't on @rustyrockets is not here ,Negative
good morning! seriously sunny day! shame I'm at work ,Negative
missing @a_fio  lmao!!,Negative
"my last update of the day: find out ur friends NOW. last thing u want is drama. i'm on team twins.   felemishnish, alyssa â",Positive
feelin a little sick....think i'm gettin the tummy flu ,Negative
just in 1 second my entire life fell down...  im so sad...,Negative
@zbeauvais Yay! Everybody wants a recount - and it looks like it's gonna happen ,Positive
@pnegron1 i couldnt...it was my phone that i sent the alarm in  if i threw my phone then i wouldnt get his twitter updates *sigh*,Negative
#followfriday @VelcroShoes for the kind words  I have fans?,Positive
"@julienrenaud Good one! I like this one more, CS save the world again http://tinyurl.com/cbfqty ",Positive
i get to see @trent_reznor in concert for the first time tomorrow! (hopefully not the last) dont get to meet him anymore though ,Negative
"@cre8tivkj Are we looking at the pink glove?  Is that yours? I love using my looms, so easy  But never thought a GLOVE could me be made!",Positive
@juneleaf me tooooo ,Negative
think ve destroyed the bass on my headphones   damn these dnb songs!!!! lol,Negative
"Got let out off college early today! Finished at 1, home for 1:30, tennis on at 1:32! Now this is more like it ",Positive
"@BrettMcGuire - Not sure. I tried the Power + Home button trick and it worked, it's on again now. I hope it doesn't happen again. ",Negative
Pissed off ,Negative
@Seancon EXACTLY! I'm dying here. ,Negative
@astrowebgirl  You may have to upload from your computer to twitpic.  I hope this gets solved b/c I'd love to see more pics from you.  ,Positive
Transferring some songs to my celphone ,Positive
@IAmBeeAye i think that you will get to that point....it shouldn't be that hard especially if you got skills ,Positive
I want salad....but I have no dressing ,Negative
"@meganrogers ain't that the truth! even tho Ex Machina was visually richer, i think it was the soundtrack that makes Appleseed my fav ",Positive
"@oCassieface lmao!!! Girl, last night was soooo much fun!! We have to get together this week to make jello shots! ",Positive
Late again. Seriously. Shoot me. ,Negative
"@SteveHealy hi Steve, thanks for following ",Positive
"@tommcfly plp are saying that you guys will come back to brazil in october, is that true? ",Positive
Taking a shower :X No picture for ya &gt; see ya in a bit ,Positive
"The Horrible Slow Murder with the Extremely Inefficient Weapon, http://tinyurl.com/nv65nq ",Positive
Why does sticky toffee pudding have to be so DAMN good?!?  &lt;3,Positive
@kristafromsyd those pictures may or may not be the reason you were forgiven so easy. ,Positive
"@StephenMulhern BGMT is hilarious! gonna miss it haha, have you got anything else lined up soon? dont think i can wait a wholleee yeear  x",Positive
"@sssshenin And I could just use like people I knew kind of, and also advertise for other actors and shit ",Positive
started the graduation song ,Positive
Finally in so Cal  kinda got plane sick =/,Positive
"C'mon people, Mikey's on his way to the top  3rd row, let's go back to voting! http://bit.ly/PmvRY",Positive
@jpsale good luck! and dont forget the rings ,Positive
"A Big Happy Birthday to Mr. Joss Whedon, uber-genius! Pass it on! #jossbday Also, on a sadder note, Ed McMahon passed away ",Negative
"I hope that what I heard is not true or if it is, it will be on a later date..  crapbag.",Negative
"I have a pile of homework &amp; studying to do, but the internet &amp; tv is more appealing ",Positive
@joshwills what about me? ,Negative
on train to Preston skl soon  listnin to secondhand serenade,Negative
"@jabogan LOL, why creepy?  ok with me... bummer, school Moodle is down prob'ly due to upgrade at DET this w'end - back Tue, sorry ",Negative
Just had an omlette! Not a fan of eggs but dads good in the kitchen and we need to go shopping so there is no food in the house ,Negative
I'm not feeling well  http://myloc.me/4KJ2,Negative
@moniiiicarose  me too,Negative
The Closer made me cry. I so know how Brenda Lee feels about her kitty and the last scene was heart wrenching. Miss my Ziggy. ,Negative
"@jishanvn mua luï¿½n MBP 15 ?i, unibody bï¿½ quï¿½ ",Positive
@bobbysgirl52 great looking forward to the Apprentice final ,Positive
@KCKORGEOUS wtf happened to you?!?!  today was busy busy busy and i've done more math than anyone should. still unprepared though. oh well,Negative
listening to family force 5 ,Positive
I still feel guilty. ,Negative
@sillywalrus  dont know...,Negative
@JustPlainBill good night Bill. Hope no aftershocks to wake you up in the night. ,Positive
"stressed, but only some days left in school...i don't have energy no more ",Negative
"The neighbors were setting off fireworks last night. It took me half an hour to get the dog out from under the bed, he was so scared ",Negative
says G'Nyt Everyone  http://plurk.com/p/y7ale,Positive
@honorablecnote u aint tweetin ur self I'm here ,Negative
@pmablog hah - listening to adele over here as well. stupid work keeping me up ,Negative
"@tweetforatat Unfortunately, no!  Still have lots of packing to do... And thanks darling! ",Negative
My grandma just died. Thank you for all of the well wishes. Papa was with her. So was her daughter and my brother.  95 good years.,Negative
no me anda el twitterfox! ,Negative
@Nigel_Morgan actually the turtle is called Dick. There used to be a Dom too but he died  so the answer is no!,Negative
the orange is too hard ,Negative
is in for a fun day ,Positive
Bored stiil cant go no where &amp;&amp; muh boo had 2 leave me for work  at least im startin to feel better tho!,Negative
"@ LindsayLohanFC Hi Lindsay , what about following me back? Thanx. ",Positive
SENIOR day at the skool get to throw water ballons at the jrs lol then senior picnic so no real learnin goin on and thats whats up ,Positive
@LabattBoo i miss my chocobo   ? http://blip.fm/~5ei99,Positive
@hearme_roarr Hi! Follow me and let's prove to @mileycyrus that it's a necessity for her to do an asian Tour! ,Positive
goodbye common people  I will dance like a knob everywhere in your memory,Negative
@TraceyMmm fair enough ,Positive
@dailybooth project!! Check out @365booth ,Positive
@smagmueller so glad u love them. Just dm you. ,Positive
I really need to go to the hospital. I think smoking has finally taken it's effect on me. ,Negative
"Off to watch a little TV.....finish up dinner dishes, and turn in 4 the evening ~ see you guys bright and early in the morning!  ttfn ",Positive
@ohsleepyhead whats wrong? ,Negative
@thorobredprez $1600 IN 6 DAYS??.....IM DISSAPOINTED  ...NOT GONE CUT IT B,Negative
@KellyG5 Have you tried adding yourself? I just tried to and it gave me an error. ,Negative
"Spending as much time with the puppies as I can, since today is my last day with them ",Negative
Kris and Lisa = Housemates 3 &amp; 4  Yeyy,Positive
Why aren't my followers/what not appearing on my sidebar??  ,Negative
"My rabbit just died, right in my arms, while I was giving her a bath  I'll miss her...",Negative
"really sad that there still have not been any hurricane jackies, and there will not be until at least after 2014.  ",Negative
"@jonrhoads Naples FL, and it was great ",Positive
@mandiebear @LidiaAnain @jophesine77 @libertygrrrl @j_e_p Thanks for the tweets. Yep I had a great flight. Enjoyed it greatly! And safe ,Positive
Left my shoes in St. Louis ,Negative
"@ronjoe1 to bad you lost, maybe next year? ",Positive
@HilzFuld super. ,Positive
@kehau @Rai7Rai @TiksHI i forget that it's only Sunday for you all.  BOO for MONDAYS! ,Negative
"@artist_pel Hi Pel, @Banksyart is now at @Banksyart2 - has been posting there since having probs with his @Banksyart account.  Peace",Positive
@MyaLeaha you're welcome chick!  i love you! p.s. yeaayyy no brooklyn for you shawty! hahah,Positive
"@DevonStebnicki wow, that sounds way more stressful than my job  thought about continuing edu and making a move?",Negative
@alilovescaity ahh i know gg will be soo good  (love how you twittereddd),Positive
Thinking about David Carradine... Is that what they mean by Thai-dyed? ,Positive
I is exhausted... kids smell like clean babies... all tucked in. My turn. ,Positive
Finally back online.  My IP profile is stuck at 2000 at the moment though ,Negative
http://twitpic.com/6azkx - Twilight! ,Positive
ahh andy is so cute ,Positive
@taratan THANKS FOR THE CHOCS YOU LEFT AT TOCA  yummy!!!,Positive
revising for bio test tomo   sheesh last week of school n we get a flipin test.,Negative
@Spizzel I feel u I can respect that ,Negative
@wanesaleto HI ,Positive
omg ive just bean woken up by my horrable brother &gt;&lt; he has just bean screeming ,Negative
Bear garden was fun!  now off to bbq  chicken.,Positive
"Wow, i've just been called, a posing, obese, fat bitch with no friends who's also an emo. Cyber fights are fun ",Positive
kitty and dog are now staying at neighors until we leave Tuesday. ,Negative
@shewar - I don't think he got it ,Negative
is craving for macha chocolate cake ,Negative
@BRHuney after 2:30... I don't Know if ill make the appointment with u ,Negative
Hannah and I are sitting next to the eye ball trees   http://twitpic.com/65zan,Positive
Happy Mother's Day to my mom! Y'all take time to honor your mom today if you can. ,Positive
"@finalfashion True, but only if half the time they go &quot;?!?!?!!?!&quot; ",Positive
@ministrygrounds both Neil- swapping houses with mum. Moving into an empty house would've been much easier ,Negative
"@b_club Tell us what it is, Ya never know... ",Positive
off to sunday school. chill day so far ,Positive
I have to go to work at 5 pm tomorrow. Im sooo tired ,Negative
lolz cg &amp; sk I hope you're on the beach at catalina cuz you should! but if you're deep in LA I hope you don't just for safety's sake ,Positive
is no longer attending the SAMA's &quot;due to budget constraints&quot; ,Negative
http://twitpic.com/6ckrg - bumble-bee ,Positive
I want some Chocolate ,Negative
good mornin .. goin down town today ,Positive
"@SinnamonLove http://twitpic.com/3l21l - Damn baby girl you one of my all time favorites, but you lookin busted on this pic.  the cig ...",Negative
@chrisnickinson Its overcast here...and still 85 ,Negative
"Has been white 32GB iPhone 3GS'd. But, the zagg invisibleshield I ordered 2 weeks ago still hasn't arrived, so I'm not using it, yet ",Negative
"Hello my birthday is coming up on June 23d. Can't wait!!!  Going to bed, school, idk maybe youtube, WoW or something...",Positive
&quot;...she may be the beauty of the beast....&quot; â¥ the song. Note: I'm not Twitting. Just blipping.  â« http://blip.fm/~7jffc,Positive
 Great.  ? http://blip.fm/~7df6m,Positive
Is feeling sick as a dog ,Negative
White knee high stillettoe boots at this hour of the morning! She's fuckin' gagging for it as well! ,Positive
"forgot to wake little one up for toilet before I went to bed last night, now I have lots  of bedding to wash. ",Negative
Still not feeling a bit well though.  but the medicine is  working!  hehe,Negative
@shakeitblueyes Thanks girl!! ,Positive
"Looks like I'll be watching the wings from home... alone, again. ",Negative
@officialjobros http://twitpic.com/4diat - really upset because i live in Australia JONAS doesn't come out till June ,Negative
@mandeewidrick  standard turnaround is 2 weeks... rushing stuff is pricey ,Negative
yay for whap SUCCESS. ,Positive
the mirror will have to wait - cant find the bloody hammer!!! typical!! ,Negative
@Zoesometimes wut is wrong ,Negative
@jeromebaker3rd we're living off his Crystal! So who's complaining?!? ,Positive
@MrsAlpert its a tv show (Attack Of The Show) that talks about technology video games etc..  and will do ,Positive
Only one week left with the chimpies!!! ,Negative
hardest day of finals ,Negative
@kallandar13: I don't know yet... ,Negative
@pghjen @pgha perhaps some non-monday? i think other new movies are coming out in the upcoming mondays that have preference ,Positive
is back to reality cuz hes goin bak to bein a celebrity..... ,Negative
@raffale I like it!  I should have looked at the name earlier!  Are you following closely?,Positive
Woodhaven keeps me from my one true love in life.    fast food ,Negative
playin musical chairs ,Positive
Devils wars prada on the screen ,Positive
http://twitpic.com/7rrue - Oh no was foolin around at sound check an accidently kicked shar in the face ,Negative
@parried I'd totally give you an invite if I had some ,Negative
@toriconte im on youtube now just like you im one three times  oooh yeah,Positive
Goodnight ,Positive
California unemployment rate @ 11.2% damn &amp; its gonna get worse ,Negative
Watching NCIS. ,Positive
"has almost 100,000 coins on farm town  lol.",Positive
just sold all his stocks yesterday and made an overall of 30% gain ,Positive
so many important things going on at once ,Negative
"@KelliMiura Yes!  WOOHOO!!  Happy Aloha Friday, by the way!  ",Positive
Nothing to eat in my house except Filipino food. ,Negative
@bramzo yeah haha and who's going for the trip?  cool idea though! we should make a #twoot event! like #twink #twoot,Positive
"ate marocan couscous without meat... so delicious  with lots of chick peas, and raisins ",Positive
"@spgreenlaw Sorry bout that! I swear, these typos are Freudian. And slippery. Great to see you back on Twitter, mate. You were missed. ",Positive
@ladyofsalzburg yup! I tried connecting to media centre wifi yday but that wasn't working either  lol,Negative
@charltonbrooker Today's Grauniad article: best. title. ever. ,Positive
Have to go make lunches for tomorrow. Right when I wanted to watch the movie ,Negative
@shellz420 Ya it should be fun. Lil bus is going 2  I love her!,Positive
Waiting to hear from @DeAyrian to see if we are going to see up. Wishin @Villegas146 was home already ,Negative
If you've never experienced La Crosse County on the back of a Harley you should!! Best day ever yesterday! Library all day/night now  ,Negative
is missing you so much already and is so sad that things couldnt be different ,Negative
@GOttaviani Can.t wait to hear your remix  btw us: lovin' all your remixes,Positive
Yep the boredum has now hit ,Negative
"Damaged my car, I'm so pissed off about that :/ ",Negative
"@joshuamilane no dumb questions, honestly ",Positive
yeahhh Orlando  &amp; naw Lakers won't stop them either. via NBA on http://www.tnt.tv/sports/nba/playoffs09,Positive
"Oh, do I love your choice in music, @MsKittyCullen  ? http://blip.fm/~4ojza",Positive
@haavards whaaaaao! ,Positive
Why is it I never get enough sleep going into a Sunday morning? ,Negative
Ugg... finally got a #HansensSD shot uploaded to the www.HansensLovesSanDiego.com photo contest but it's not showing  ,Negative
going out for dinner with Lee!! ,Positive
@ppittman feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love youth!,Positive
I don't like to play games ,Negative
"boo, no new york minute to illegally download ",Negative
"@Reagh4 hehe i'm doing just fiiiiine!!! i am soooo tired though, bed time ",Positive
@paulieseow hahahahahah i can easily make ice milo but its just not the same ,Negative
im goin to bed since my dad yelled at me to get to bed over an hour ago. ,Positive
At the bp office. ,Positive
@Ceithi why? ,Positive
"@christft http://twitpic.com/4hiyh - aww, this picture is so cute  Hope is stops for the time you start playing! ;)",Positive
@JadoreMarmite Excellent - hope you have a good day ,Positive
@mary_alli_miki kids graduating 2012 dont have to take SAT subject tests... ,Negative
"@RustyRogers If I like them, I will buy them honest ",Positive
Is it Friday? Am I on the computer? It must be #lofnotc ,Positive
"OK well you have the erotic part down, just my humble opinion, . . . so who needs a plot  Seriously sounds interesting keep me posted!",Positive
@haleyshope Sorry about your visuals being irritated ,Positive
cinnamon and spice oatmeal reminds me of elises house  yum,Positive
"@JoelMadden I soo wanted to see that movie because I love Jennifer Aniston, but I refuse to watch it because I know he dies ",Negative
@melza31 i haven even got the other ones. thats bad ,Negative
(Clearly the child was raised with good partying genetics and grew into a proficient adult!  ),Positive
My hair is blonde and orange. . . The red is fading since i've bleached it. ,Negative
"would like to enjoy the sun, but also dont want to get out of bed. siopa wedyn ",Positive
"gwetting ready for work, night guy needed to call out so i have to do an extra night shift to cover, sucks much. ",Negative
exhausted more than usual this morning. ,Negative
@gregjames http://twitpic.com/4gz4i - Wish I were there  have a good one X,Negative
whos watching live chat ?  im getting school off for it,Positive
Lalala....bored at work and wondering why nobody will talk to me today ,Negative
6months&lt;3 hanging with trevor tonight ,Positive
the beach with kelsi and soon to be edicia ,Positive
@tsarnick yep - they have been losing tho... ,Negative
Just missed the train we got up at 5 to catch  !,Negative
Off to work in an hour oh yay. Gunna roast to death ,Negative
I'm home. I'm sick.   Today I don't go to school.,Negative
"If you have a Windows Mobile phone, download Twikini, it's awesome and super Mobile friendly.  Finally found one that works. Yayyy.",Positive
Shot a chrome shotgun and a 9mm today- I shot a small target over 20 yds away with the 9 mm ,Positive
also: Someone find me a freakin job ,Negative
i'm sad....problems with my girlfriend....  ,Negative
I wish I was chillin with @karahhh before she leaves ,Negative
"@EJeterNY22 I am very sad that u said u were with ur best friends in the entire world, but I wasn't there with yall  I guess i'm not a BFF",Negative
On the balcony at Kensingtons in the sun ,Positive
Walkinq around santa monica w/ tha cuzzo   [tina__.$$$),Positive
"Feels sorry for @luishandshake , his album got leaked ",Negative
"I may not know spanish fluently, but I know subtitles ",Positive
